2	1.0
4	4.5849624
8	15.299208
16	44.25014
32	117.66327
64	295.99512
128	716.16174
256	1683.9962
512	3875.1663
1024	8769.012
2048	19580.182
4096	43250.07
8192	94685.31
16384	205747.31
32768	444255.16
65536	954051.5
131072	2039179.0
262144	4340686.5
524288	9207259.0
1048576	1.9475852e7
